text,sentiment
I don’t know what to say as I did NOT receive it!! Amazon where is it??,negative
I like that it works. I dislike where it says 1/2 only one side works,neutral
Thought it would be bigger but it fits my kids need & she loves it.,positive
A well written conclusion to a good series,positive
"This book is very informative and helpful book..This book is very glorious and informative. This book is a great CLEOPATRA book. It is very interesting, very insightful, and very worth reading. I recommend this book!",positive
I like the price and the the serving size. I'm not quite sure if it's working or not because I also use other products.,neutral
"I used this lotion in my massage practice several years ago and really liked it, it had a very nice and distinct smell to it that my clients liked. They seemed to have watered it down since then because there was no scent to it at all. It seems like they've degraded the quality over the years. Nothing special about the quality of the lotion.",negative
"The three sizes are excellent for various sized bags you may have from a small purse to a rucksack back pack. Also great for security bag checks either at airports or a sports stadium entrance. However the construction is not sturdy enough for even the simple airplane travel. The zipper is too small & will often get caught in the folds of the vinyl . My large compartment was used to hold travel necessities like hand sanitizer, pocket tissues, etc but the vinyl tore after a couple of plane trips. Still useful to have the other two just done expect a fully durable solution",neutral
The game doesn't open.,negative
the recipes are like most diet cookbooks.,neutral
"This lens was the best $25 that I've spent. It is machined well and is solid. After watching the tutorials, this lens is now worth $500 to me. Kai Pei gives enough tips in these videos to really help an amateur like me.",positive
"Really love this coffee mug, I wish they had more themed coffee cups with this level of detail",positive
The backs that hold the battery in do not stay on very well. They also shut off randomly and to get them to work again you have to take the battery out and put it back in.,negative
